Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_range,MonthlyIncome_range,experience,last_promotion,experienceInCurrentRole
29,0,F,1404,Sales,1.241978421457346,3,TD,974,3,Female,84,3,1,SR,4,Married,-1.3188247623857512,18203,-0.5864173580242138,0,15,3,2,1,-1.3000568594380468,5,3,-0.5622888525337819,-0.8636316179711291,-0.9733423721381878,-0.31199299600307684,20's,<5k,<10,<5,<5
35,0,R,1219,Sales,1.125041707062853,3,Medical,975,3,Female,86,3,2,SE,3,Married,-0.17844851908989143,6179,-0.5864173580242138,0,16,3,2,0,-0.7194887361547153,3,3,-0.026393511770457165,-0.3528710041543192,-0.11727146504788616,-1.675043127180746,30's,<5k,<10,<5,<5
52,0,R,1053,Re&De,-1.5053496669764959,2,LE,976,4,Male,70,3,4,Manager,4,Married,1.7980806434732048,13829,0.019234092976174,0,15,3,2,1,1.4341352725635261,2,2,0.6487547716317403,1.0310406461599277,1.594870349132717,1.0510571351745928,50's,15k-20k,20-30,5-10,5-10
58,1,R,289,Re&De,-1.0316074699401947,3,TD,977,4,Male,51,3,1,RS,3,Single,-1.1093993746633817,26227,0.7822646819350587,0,24,4,1,0,-0.3075690972864685,4,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,50's,<5k,<10,<5,<5
53,0,R,1376,Sales,-1.0316074699401947,2,Medical,981,3,Male,45,3,4,Manager,3,Divorced,1.5859449106986114,13938,1.2848600822687926,0,13,3,3,1,1.2045474989798381,3,4,1.4256209650104064,1.5876132420396485,2.4509412562230186,-0.31199299600307684,50's,10k-15k,20-30,15+,10-15
30,0,R,231,Sales,0.2520023621193102,2,Other,982,3,Male,62,3,3,SE,3,Divorced,0.509077743675928,9977,1.0546020870847297,0,11,3,1,1,0.14841116175654057,2,4,0.5095018289928678,0.29061126825485295,1.594870349132717,0.9049235229276625,30's,5k-10k,10-20,5-10,<5
38,0,N,152,Sales,0.48646440151058035,3,TD,983,3,Female,85,3,2,SE,4,Single,0.13501773126348343,19899,-0.5864173580242138,1,13,3,2,0,-0.49876697958303323,1,3,-0.026393511770457165,0.009519418526307482,-0.11727146504788616,0.04493463955819317,30's,5k-10k,<10,<5,<5
35,0,R,882,Sales,-0.6954820319532931,4,LE,984,4,Male,92,3,3,SE,4,Divorced,0.6207011111621562,6812,1.2848600822687926,0,13,3,2,1,0.38760875109346676,2,3,0.7747243810088977,1.16376230475229,-0.9733423721381878,1.0510571351745928,30's,5k-10k,10-20,<5,5-10
39,0,R,903,Sales,-1.0316074699401947,5,LE,985,1,Male,41,4,3,SE,3,Single,0.6316317058130503,2560,-1.6217853521327694,0,18,3,4,0,0.01194059718201139,3,3,0.5095018289928678,0.8826704550237439,-0.9733423721381878,0.9049235229276625,30's,5k-10k,<10,<5,5-10
40,1,N,1479,Sales,1.4456915278010198,3,LE,986,2,Female,100,4,4,SE,2,Single,1.4077094060535167,17071,0.7822646819350587,1,16,3,4,0,1.2045474989798381,2,2,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,40's,10k-15k,20-30,<5,<5
47,0,F,1379,Re&De,0.9950865624889356,4,Medical,987,3,Male,64,4,2,MD,3,Divorced,-0.03320360414781859,6759,-0.5864173580242138,1,19,3,3,0,1.0742889058518768,3,4,1.564873907649279,1.2838236490365953,0.38349791355828505,0.9049235229276625,40's,5k-10k,20-30,<5,10-15
36,0,N,1229,Sales,0.2520023621193102,4,TD,990,1,Male,84,3,2,SE,4,Divorced,-0.029642325487973426,25952,0.7822646819350587,0,13,3,4,2,0.38760875109346676,3,3,0.35383028348375706,0.8826704550237439,-0.9733423721381878,0.9049235229276625,30's,5k-10k,10-20,<5,5-10
31,1,N,335,Re&De,0.37510474792386383,2,Medical,991,3,Male,46,2,1,RS,1,Single,-1.2085274548433782,10322,-1.6217853521327694,1,22,4,1,0,-0.9805471649695675,0,3,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,30's,<5k,<10,<5,<5
33,0,N,722,Sales,1.061869997142513,3,LE,992,4,Male,38,3,4,Manager,3,Single,1.82815894473303,20489,-0.5864173580242138,0,11,3,4,0,0.14841116175654057,2,3,0.7747243810088977,1.0310406461599277,1.429952502512088,-1.675043127180746,30's,15k-20k,10-20,5-10,5-10
29,1,R,906,Re&De,0.48646440151058035,3,LE,994,4,Female,92,2,1,RS,1,Single,-1.1556412874124564,11479,1.2848600822687926,1,20,4,3,0,-1.3000568594380468,5,3,-2.39452712456886,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,20's,<5k,<10,<5,<5
33,0,R,461,Re&De,0.7682362244210447,1,LE,995,2,Female,53,3,1,RS,4,Single,-0.6109935627325269,17241,0.4489506360843417,0,18,3,1,0,-0.7194887361547153,4,3,-0.5622888525337819,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,30's,<5k,<10,<5,<5
45,0,R,974,Re&De,-1.5053496669764959,4,Medical,996,4,Female,91,3,1,LT,4,Divorced,-1.2419697863688162,11005,0.4489506360843417,0,14,3,4,2,-0.1389206128713836,2,3,-0.026393511770457165,0.009519418526307482,-0.9733423721381878,-0.31199299600307684,40's,<5k,<10,<5,<5
50,0,R,1126,Re&De,-1.5053496669764959,2,Medical,997,4,Male,66,3,4,RD,4,Divorced,1.8242695927004615,6615,1.8176326760436148,0,22,4,3,1,1.7214670471914504,1,2,-0.026393511770457165,0.29061126825485295,-0.11727146504788616,0.04493463955819317,50's,15k-20k,30-40,<5,<5
33,0,F,827,Re&De,-1.5053496669764959,4,Other,998,3,Female,84,4,2,Healthcare,2,Married,0.0869611001673827,20161,-0.5864173580242138,1,13,3,1,1,-0.49876697958303323,2,3,0.177344441121138,0.5202800323431175,-0.11727146504788616,-0.31199299600307684,30's,5k-10k,<10,<5,5-10
41,0,F,840,Re&De,0.37510474792386383,3,Medical,999,1,Male,64,3,5,RD,3,Divorced,1.989659434841859,3735,0.019234092976174,0,17,3,2,1,1.140898923908119,2,4,1.4970805589122105,1.8321897620139254,-0.9733423721381878,1.4079847707358624,40's,15k-20k,20-30,<5,15+
27,0,R,1134,Re&De,0.9950865624889356,4,TD,1001,3,Female,37,3,1,LT,2,Married,-0.9202112119348153,12086,1.8176326760436148,0,14,3,2,1,-0.9805471649695675,2,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,20's,<5k,<10,<5,<5
45,0,N,248,Re&De,1.3979954351294148,2,LE,1002,4,Male,42,3,2,LT,1,Married,-0.5340600499083853,14039,-0.5864173580242138,1,15,3,3,1,0.01194059718201139,2,3,0.6487547716317403,1.0310406461599277,-0.9733423721381878,1.0510571351745928,40's,<5k,<10,<5,5-10
47,0,R,955,Sales,-0.43476288709933963,2,LE,1003,4,Female,83,3,2,SE,4,Single,-0.32905352933300025,8571,-0.5864173580242138,1,17,3,3,0,0.01194059718201139,0,3,0.6487547716317403,-1.7367826544685656,-0.9733423721381878,0.9049235229276625,40's,<5k,<10,<5,<5
30,1,R,138,Re&De,1.3482691212331284,3,LE,1004,1,Female,48,3,1,RS,3,Married,-1.3363712977280395,11539,0.7822646819350587,1,11,3,2,0,-0.3075690972864685,2,3,-0.026393511770457165,-0.3528710041543192,-0.9733423721381878,-0.8150542438112763,30's,<5k,<10,<5,<5
50,0,R,939,Re&De,1.4456915278010198,3,LE,1005,4,Male,95,3,4,MD,3,Married,1.4940843593707436,4161,0.4489506360843417,1,18,3,4,1,1.2045474989798381,2,3,0.9955165128995432,1.3934310688405542,-0.11727146504788616,0.5479958873663928,50's,10k-15k,20-30,<5,10-15
38,0,F,1391,Re&De,0.48646440151058035,1,Medical,1006,3,Male,66,3,1,RS,3,Married,-0.9898033598147518,12127,-1.6217853521327694,0,17,3,2,1,-1.3000568594380468,0,2,-0.9425126477879964,-0.8636316179711291,-0.9733423721381878,-0.31199299600307684,30's,<5k,<10,<5,<5
46,0,R,566,Re&De,0.11438560306990991,2,Medical,1007,4,Male,75,3,3,MD,3,Divorced,1.1125047127744128,24208,1.2848600822687926,0,13,3,2,1,0.49372078256854574,3,3,0.5095018289928678,0.8826704550237439,-0.9733423721381878,0.9049235229276625,40's,10k-15k,10-20,<5,5-10
24,0,R,1206,Re&De,1.061869997142513,1,Medical,1009,4,Female,41,2,2,MD,3,Divorced,-0.2535877505660672,24117,-0.5864173580242138,0,15,3,2,2,-0.7194887361547153,6,3,-0.2673643643857992,-0.3528710041543192,0.7387994420424154,-0.31199299600307684,20's,<5k,<10,<5,<5
35,1,R,622,Re&De,0.8488469449601651,4,Other,1010,3,Male,39,2,1,LT,2,Divorced,-0.4891554135649142,10074,-0.5864173580242138,1,24,4,4,1,-0.7194887361547153,2,1,-0.2673643643857992,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,30's,<5k,<10,<5,<5
31,0,F,853,Re&De,-1.5053496669764959,1,LE,1011,3,Female,96,3,2,MD,1,Married,-0.33448777061435997,11275,-0.5864173580242138,0,12,3,3,1,-0.9805471649695675,1,3,-0.2673643643857992,0.009519418526307482,-0.9733423721381878,0.04493463955819317,30's,<5k,<10,<5,<5
18,0,N,287,Re&De,-0.22173983491699154,2,LE,1012,2,Male,73,3,1,RS,4,Single,-2.400744255552545,13493,-0.5864173580242138,0,15,3,4,0,-3.285032383741204,2,3,-2.39452712456886,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,,<5k,<10,<5,<5
54,0,R,1441,Re&De,1.061869997142513,3,TD,1013,3,Female,56,3,3,MD,3,Married,1.0977155989739313,13943,1.660253538085118,0,11,3,3,1,1.2045474989798381,2,3,0.7747243810088977,0.8826704550237439,-0.9733423721381878,1.0510571351745928,50's,10k-15k,20-30,<5,5-10
35,0,R,583,Re&De,1.4915166961003585,4,Medical,1014,3,Female,57,3,3,Healthcare,3,Divorced,1.0476806921059139,6975,-0.5864173580242138,1,11,3,3,1,0.7717244644490785,3,2,1.3500758020611967,1.2838236490365953,1.988176391645514,-0.8150542438112763,30's,10k-15k,10-20,10-15,10-15
30,0,R,153,Re&De,0.2520023621193102,2,LE,1015,2,Female,73,4,3,RD,1,Married,1.1897643465502723,17802,-1.6217853521327694,1,12,3,3,3,0.01194059718201139,4,2,0.5095018289928678,0.8826704550237439,-0.11727146504788616,0.9049235229276625,30's,10k-15k,<10,<5,5-10
20,1,R,1097,Re&De,0.5881278001062117,3,Medical,1016,4,Female,98,2,1,RS,1,Single,-1.0376656698193725,18275,-0.5864173580242138,1,15,3,1,0,-2.292544621589625,2,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,20's,<5k,<10,<5,<5
30,1,F,109,Re&De,-0.22173983491699154,3,Medical,1017,2,Female,60,3,1,LT,2,Single,-1.1444130335465919,25725,-1.6217853521327694,0,17,3,1,0,-0.9805471649695675,3,3,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,30's,<5k,<10,<5,<5
26,0,R,1066,Re&De,-1.0316074699401947,2,Medical,1018,4,Male,32,4,2,MD,4,Married,0.08256532510694782,3334,-0.5864173580242138,0,12,3,2,0,-0.1389206128713836,2,3,0.5095018289928678,0.8826704550237439,-0.11727146504788616,0.04493463955819317,20's,5k-10k,<10,<5,5-10
22,0,R,217,Re&De,0.2520023621193102,1,LE,1019,2,Male,94,1,1,LT,1,Married,-1.1264973464744137,6881,-0.5864173580242138,0,15,3,1,1,-0.9805471649695675,3,2,-0.2673643643857992,0.009519418526307482,-0.11727146504788616,-0.8150542438112763,20's,<5k,<10,<5,<5
48,0,R,277,Re&De,-0.041631410602158754,3,LE,1022,1,Male,97,2,2,Healthcare,3,Single,-0.3014623588282514,13119,0.019234092976174,0,13,3,4,0,1.0044283593335894,0,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,40's,<5k,10-20,<5,<5
48,0,R,1355,Re&De,-0.43476288709933963,4,LE,1024,3,Male,78,2,3,Healthcare,3,Single,1.1337352484861514,22245,1.484318630192897,0,14,3,2,0,1.4862085447201236,3,3,1.2699494195012964,1.3934310688405542,1.0143927182504924,1.0510571351745928,40's,10k-15k,20-30,<5,10-15
41,0,R,549,Re&De,0.11438560306990991,2,Medical,1025,4,Female,42,3,2,MD,3,Single,-0.05234065758014587,23371,1.2848600822687926,0,14,3,2,0,-0.1389206128713836,6,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.8150542438112763,40's,5k-10k,<10,<5,<5
39,0,R,466,Re&De,-1.5053496669764959,1,LE,1026,4,Female,65,2,4,MD,4,Married,1.355222510896552,7060,-0.5864173580242138,0,16,3,3,1,1.140898923908119,3,3,1.6908435170264369,0.7144622055422116,2.0956397277388885,1.0510571351745928,30's,10k-15k,20-30,10-15,5-10
27,0,R,1055,Re&De,-1.0316074699401947,4,LE,1027,1,Female,47,3,2,MD,4,Married,-0.3060852804241003,4658,-1.6217853521327694,0,18,3,2,1,-0.9805471649695675,2,3,-0.5622888525337819,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,20's,<5k,<10,<5,<5
35,0,R,802,Re&De,0.48646440151058035,3,Other,1028,2,Male,45,3,1,LT,4,Divorced,-0.42075058751258726,9541,-0.5864173580242138,0,20,4,1,1,-1.3000568594380468,4,2,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,30's,<5k,<10,<5,<5
42,0,R,265,Sales,-0.22173983491699154,2,Marketing,1029,4,Male,90,3,5,Manager,3,Married,1.9005388212684224,7770,1.2848600822687926,0,13,3,2,0,1.140898923908119,3,4,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,40's,15k-20k,20-30,<5,<5
50,0,R,804,Re&De,0.37510474792386383,3,LE,1030,1,Male,64,3,1,LT,4,Married,-1.1707437286701596,20165,0.7822646819350587,0,18,3,2,0,-0.1389206128713836,5,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,50's,<5k,<10,<5,<5
59,0,R,715,Re&De,-1.0316074699401947,3,LE,1032,3,Female,69,2,4,MD,4,Single,1.4672298029287967,21829,0.4489506360843417,1,13,3,1,0,1.631946825614273,4,3,-0.026393511770457165,0.009519418526307482,1.0143927182504924,0.04493463955819317,50's,10k-15k,30-40,<5,<5
37,1,R,1141,Re&De,0.5881278001062117,2,Medical,1033,1,Female,61,1,2,Healthcare,2,Married,-0.12193325376493186,14382,1.0546020870847297,0,15,3,1,0,0.6849186648651102,2,1,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,30's,<5k,10-20,<5,<5
55,0,F,135,Re&De,1.125041707062853,4,Medical,1034,3,Male,62,3,2,Healthcare,2,Married,0.31488603686561084,12992,0.4489506360843417,1,14,3,4,2,0.8535671492801944,3,3,0.5095018289928678,0.8826704550237439,1.429952502512088,0.9049235229276625,50's,5k-10k,10-20,5-10,5-10
41,0,N,247,Re&De,0.11438560306990991,1,LE,1035,2,Female,55,1,5,RD,3,Divorced,2.0320152733767887,20284,-0.5864173580242138,0,22,4,2,2,1.140898923908119,3,3,1.6908435170264369,1.8321897620139254,1.2395688206485869,1.3000296076241802,40's,15k-20k,20-30,5-10,15+
38,0,R,1035,Sales,-0.6954820319532931,4,LE,1036,2,Male,42,3,2,SE,4,Single,0.42314119309167475,4981,1.660253538085118,1,12,3,3,0,1.0044283593335894,1,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,30's,5k-10k,10-20,<5,<5
26,1,N,265,Sales,1.6587145799833682,2,Medical,1037,2,Male,79,1,2,SE,1,Single,-0.06260701081013217,21813,1.660253538085118,0,18,3,4,0,-0.3075690972864685,6,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,20's,<5k,<10,<5,<5
52,1,R,266,Sales,-1.0316074699401947,1,Marketing,1038,1,Female,57,1,5,Manager,4,Married,2.0223343857903497,25846,-0.5864173580242138,0,15,3,4,1,1.7642122266006572,3,3,2.2267388577897615,1.6745229185690997,1.429952502512088,1.1817781057751064,50's,15k-20k,30-40,5-10,10-15
44,0,R,1448,Sales,1.6191042775119344,3,Medical,1039,4,Female,53,4,4,SE,4,Married,1.4220204320615115,11737,0.4489506360843417,1,18,3,3,1,1.265486788148442,2,3,0.9955165128995432,1.3934310688405542,2.0956397277388885,1.4079847707358624,40's,10k-15k,20-30,10-15,10-15
50,0,N,145,Sales,-1.5053496669764959,3,LE,1040,4,Female,95,3,2,SE,3,Married,0.30589882442693567,24920,-1.6217853521327694,0,12,3,1,1,1.0044283593335894,3,3,1.4970805589122105,0.8826704550237439,-0.9733423721381878,1.5992397808308272,50's,5k-10k,10-20,<5,5-10
36,1,R,885,Re&De,0.9950865624889356,4,LE,1042,3,Female,43,4,1,LT,1,Single,-0.9570727395492626,8269,-0.5864173580242138,0,16,3,3,0,0.9309836878585396,1,3,1.4256209650104064,1.5876132420396485,2.4509412562230186,1.6848393535833057,30's,<5k,10-20,15+,10-15
39,0,F,945,Re&De,1.3482691212331284,3,Medical,1043,4,Female,82,3,3,MD,1,Single,1.117356185822418,5083,-0.5864173580242138,1,13,3,3,0,1.140898923908119,2,3,1.6908435170264369,0.7144622055422116,0.38349791355828505,1.0510571351745928,30's,10k-15k,20-30,<5,5-10
33,0,N,1038,Sales,0.2520023621193102,1,LE,1044,2,Female,88,2,1,SR,4,Single,-1.1949700817557332,21437,-1.6217853521327694,0,19,3,4,0,-1.3000568594380468,2,2,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,30's,<5k,<10,<5,<5
45,0,R,1234,Sales,0.5881278001062117,2,LE,1045,4,Female,90,3,4,Manager,4,Married,1.8458363921436867,5404,0.4489506360843417,0,13,3,2,1,1.4341352725635261,4,4,0.6487547716317403,0.009519418526307482,-0.11727146504788616,-0.8150542438112763,40's,15k-20k,20-30,<5,<5
32,0,N,1109,Re&De,1.6587145799833682,4,Medical,1046,4,Female,69,3,1,LT,3,Single,-0.37980413834322724,11135,1.8176326760436148,0,12,3,2,0,0.14841116175654057,2,3,0.5095018289928678,0.8826704550237439,1.594870349132717,0.9049235229276625,30's,<5k,10-20,5-10,5-10
34,0,R,216,Sales,-1.5053496669764959,4,Marketing,1047,2,Male,75,4,2,SE,4,Divorced,0.94837919309306,12278,-1.6217853521327694,0,11,3,4,1,0.7717244644490785,2,2,1.2699494195012964,-0.8636316179711291,-0.9733423721381878,1.1817781057751064,30's,5k-10k,10-20,<5,<5
59,0,R,1089,Sales,-1.5053496669764959,2,TD,1048,2,Male,66,3,3,Manager,4,Married,1.2527907308405688,11038,0.4489506360843417,1,14,3,3,1,0.5925087204653425,1,1,0.177344441121138,0.29061126825485295,-0.9733423721381878,0.3217892224056365,50's,10k-15k,10-20,<5,<5
45,0,R,788,HR,1.4456915278010198,4,Medical,1049,2,Male,36,3,1,HR,2,Single,-1.304933274340992,8318,-0.5864173580242138,0,16,3,1,0,-0.49876697958303323,3,3,0.177344441121138,0.009519418526307482,-0.9733423721381878,0.3217892224056365,40's,<5k,<10,<5,<5
53,0,F,124,Sales,-1.0316074699401947,3,Marketing,1050,3,Female,38,2,3,SE,2,Married,0.562226489424236,23537,0.019234092976174,0,12,3,1,1,1.631946825614273,2,3,1.2699494195012964,0.8826704550237439,1.429952502512088,1.5072938939994467,50's,5k-10k,30-40,5-10,5-10
36,1,R,660,Re&De,0.9242532380931131,3,Other,1052,1,Male,81,3,2,LT,3,Divorced,-0.1040755353527924,7858,1.484318630192897,0,14,3,2,1,0.01194059718201139,3,2,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,30's,<5k,<10,<5,<5
26,1,F,342,Re&De,-1.0316074699401947,3,LE,1053,1,Male,57,3,1,RS,1,Married,-1.4012876697243764,15346,1.2848600822687926,1,14,3,2,1,-0.49876697958303323,2,3,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,20's,<5k,<10,<5,<5
34,0,R,1333,Sales,0.48646440151058035,4,LE,1055,3,Female,87,3,1,SR,3,Married,-1.2754935801916254,18410,-0.5864173580242138,1,19,3,4,1,-2.292544621589625,2,3,-1.4784079885513208,-0.8636316179711291,-0.9733423721381878,-1.675043127180746,30's,<5k,<10,<5,<5
28,0,R,1144,Sales,0.48646440151058035,1,Medical,1056,4,Male,74,3,1,SR,2,Married,-2.3993135413120874,23384,-0.5864173580242138,0,22,4,2,0,-2.292544621589625,5,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,20's,<5k,<10,<5,<5
38,0,F,1186,Re&De,-0.6954820319532931,4,Other,1060,3,Male,44,3,1,RS,3,Married,-0.9148657088956718,2997,0.4489506360843417,0,16,3,1,1,-0.1389206128713836,2,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,30's,<5k,<10,<5,<5
50,0,R,1464,Re&De,-1.0316074699401947,4,Medical,1061,2,Male,62,3,5,RD,3,Married,1.9754806118001256,12853,0.019234092976174,1,11,3,4,1,1.5849964826169212,2,2,0.5095018289928678,-0.8636316179711291,1.594870349132717,0.9049235229276625,50's,15k-20k,20-30,5-10,<5
37,0,R,124,Re&De,-0.6954820319532931,3,Other,1062,4,Female,35,3,2,Healthcare,2,Single,-0.34944220903906836,13848,0.4489506360843417,0,15,3,1,0,-0.1389206128713836,3,2,-0.2673643643857992,0.009519418526307482,-0.9733423721381878,-0.8150542438112763,30's,<5k,<10,<5,<5
40,0,R,300,Sales,1.5356121941788146,3,Marketing,1066,3,Male,74,3,2,SE,1,Married,0.7271307783539539,22217,-0.5864173580242138,0,14,3,2,1,-0.1389206128713836,3,2,0.35383028348375706,0.8826704550237439,1.594870349132717,0.5479958873663928,40's,5k-10k,<10,5-10,5-10
26,0,F,921,Re&De,-1.5053496669764959,1,Medical,1068,1,Female,66,2,1,RS,3,Divorced,-1.427308525474247,25265,-0.5864173580242138,0,13,3,3,2,-0.7194887361547153,5,3,-0.026393511770457165,0.009519418526307482,-0.11727146504788616,0.04493463955819317,20's,<5k,<10,<5,<5
46,0,R,430,Re&De,-1.5053496669764959,4,Medical,1069,4,Male,40,3,5,RD,4,Divorced,2.0057019927411672,21445,1.8176326760436148,0,17,3,4,2,1.265486788148442,0,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,40's,15k-20k,20-30,<5,<5
54,0,R,1082,Sales,-1.0316074699401947,4,LE,1070,3,Female,41,2,3,SE,3,Married,1.0902662151237177,8392,1.2848600822687926,0,11,3,2,1,0.49372078256854574,4,3,0.6487547716317403,0.29061126825485295,1.594870349132717,-1.675043127180746,50's,10k-15k,10-20,5-10,<5
56,0,F,1240,Re&De,0.37510474792386383,3,Medical,1071,1,Female,63,3,1,RS,3,Married,-0.8516456623873381,12154,0.019234092976174,0,19,3,2,1,0.9309836878585396,4,3,-0.026393511770457165,0.29061126825485295,-0.9733423721381878,0.04493463955819317,50's,<5k,10-20,<5,<5
36,0,R,796,Re&De,0.6816490610771554,5,Medical,1073,4,Female,51,2,3,MD,4,Single,0.8077819371798517,15669,-1.6217853521327694,0,11,3,2,0,0.6849186648651102,2,2,1.1846501123950648,1.0310406461599277,1.594870349132717,1.0510571351745928,30's,5k-10k,10-20,5-10,5-10
55,0,N,444,Re&De,-1.0316074699401947,1,Medical,1074,3,Male,40,2,4,Manager,1,Single,1.7675690090401082,17323,1.484318630192897,0,15,3,2,0,1.6774064270166889,3,4,0.6487547716317403,0.8826704550237439,1.429952502512088,-0.31199299600307684,50's,15k-20k,30-40,5-10,5-10
43,0,R,415,Sales,1.4915166961003585,3,Medical,1076,3,Male,79,2,3,SE,4,Divorced,1.105965192090775,5268,1.0546020870847297,0,13,3,3,1,0.9309836878585396,5,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,40's,10k-15k,10-20,<5,<5
20,1,F,769,Sales,0.37510474792386383,3,Marketing,1077,4,Female,54,3,1,SR,4,Single,-1.2072310048065131,17205,-0.5864173580242138,1,14,3,2,0,-1.711976498306294,3,3,-0.9425126477879964,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,20's,<5k,<10,<5,<5
21,1,R,1334,Re&De,0.48646440151058035,3,LE,1079,3,Female,36,2,1,LT,1,Single,-1.95223553248705,17258,-0.5864173580242138,0,13,3,1,0,-2.292544621589625,6,2,-1.4784079885513208,-1.7367826544685656,-0.11727146504788616,-1.675043127180746,20's,<5k,<10,<5,<5
46,0,R,1003,Re&De,0.2520023621193102,4,LE,1080,4,Female,74,2,2,RS,1,Divorced,-0.17387451410907845,21029,1.660253538085118,1,23,4,1,3,1.0044283593335894,2,3,1.3500758020611967,1.5876132420396485,-0.11727146504788616,0.9049235229276625,40's,<5k,10-20,<5,10-15
51,1,R,1323,Re&De,-0.43476288709933963,4,LE,1081,1,Male,34,3,1,RS,3,Married,-1.1203686175225698,10332,1.8176326760436148,1,12,3,3,3,0.9309836878585396,2,4,0.7747243810088977,-1.7367826544685656,0.38349791355828505,0.9049235229276625,50's,<5k,10-20,<5,<5
28,1,N,1366,Re&De,1.4456915278010198,2,TD,1082,2,Male,72,2,3,Healthcare,1,Single,0.7844857813872538,12355,-0.5864173580242138,0,12,3,1,0,0.14841116175654057,2,2,0.7747243810088977,0.8826704550237439,-0.11727146504788616,1.1817781057751064,20's,5k-10k,10-20,<5,5-10
26,0,R,192,Re&De,-1.5053496669764959,2,Medical,1083,1,Male,59,2,1,LT,1,Married,-0.4062162070237227,11141,-0.5864173580242138,0,16,3,1,2,-0.49876697958303323,2,3,-0.026393511770457165,0.009519418526307482,-0.11727146504788616,0.04493463955819317,20's,<5k,<10,<5,<5
30,0,R,1176,Re&De,1.241978421457346,3,Other,1084,3,Male,85,3,2,MD,1,Married,0.9838768516015974,9096,-1.6217853521327694,0,15,3,3,1,-0.3075690972864685,1,2,0.177344441121138,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,30's,5k-10k,<10,<5,<5
41,0,R,509,Re&De,0.11438560306990991,2,TD,1085,2,Female,43,4,1,RS,3,Married,-0.6445067537188078,18863,-0.5864173580242138,0,13,3,3,0,0.14841116175654057,3,3,0.7747243810088977,0.7144622055422116,-0.9733423721381878,1.0510571351745928,40's,<5k,10-20,<5,5-10
38,0,R,330,Re&De,1.061869997142513,1,LE,1088,3,Female,65,2,3,Healthcare,3,Married,0.8018209576296363,24608,-1.6217853521327694,0,18,3,1,1,1.0742889058518768,4,2,1.564873907649279,1.16376230475229,-0.11727146504788616,1.1817781057751064,30's,5k-10k,20-30,<5,5-10
40,0,R,1492,Re&De,1.241978421457346,4,TD,1092,1,Male,61,3,3,Healthcare,4,Married,1.038083850311031,26542,0.7822646819350587,0,20,4,4,1,0.5925087204653425,6,3,0.889725624247082,1.2838236490365953,2.0956397277388885,-0.8150542438112763,40's,10k-15k,10-20,10-15,10-15
27,0,N,1277,Re&De,0.2520023621193102,5,LE,1094,1,Male,87,1,1,LT,3,Married,-0.17191847145498548,5869,-0.5864173580242138,0,19,3,4,3,-1.3000568594380468,4,3,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,20's,<5k,<10,<5,<5
